id_announcement,name,announcement
29541,SVAIPP10005919F1,"{""id"" : 29541, ""name"" : ""SVAIPP10005919F1"", ""vpn_id"" : 10005919, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005919"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005919/SVAIPP10005919F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
32921,SVAIPP10017503F11,"{""id"" : 32921, ""name"" : ""SVAIPP10017503F11"", ""vpn_id"" : 10017503, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510017503"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10017503/SVAIPP10017503F11.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
32902,SVAIPP10003728A299P75,"{""id"" : 32902, ""name"" : ""SVAIPP10003728A299P75"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728A299P75.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29621,SVAIPP10016739F1,"{""id"" : 29621, ""name"" : ""SVAIPP10016739F1"", ""vpn_id"" : 10016739, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510016739"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10016739/SVAIPP10016739F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
33446,SVAIPP10014121F1,"{""id"" : 33446, ""name"" : ""SVAIPP10014121F1"", ""vpn_id"" : 10014121, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510014121"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10014121/SVAIPP10014121F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
31301,SVAIPP10013570F1,"{""id"" : 31301, ""name"" : ""SVAIPP10013570F1"", ""vpn_id"" : 10013570, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510013570"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10013570/SVAIPP10013570F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29525,SVAIPP10016755D040P2,"{""id"" : 29525, ""name"" : ""SVAIPP10016755D040P2"", ""vpn_id"" : 10016755, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110016755"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10016755/SVAIPP10016755D040P2.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29561,SVAIPP10016401F1,"{""id"" : 29561, ""name"" : ""SVAIPP10016401F1"", ""vpn_id"" : 10016401, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510016401"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10016401/SVAIPP10016401F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29601,SVAIPP10006153F1,"{""id"" : 29601, ""name"" : ""SVAIPP10006153F1"", ""vpn_id"" : 10006153, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510006153"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10006153/SVAIPP10006153F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
32922,SVAIPP10017503F12,"{""id"" : 32922, ""name"" : ""SVAIPP10017503F12"", ""vpn_id"" : 10017503, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510017503"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10017503/SVAIPP10017503F12.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30485,SVAIPP10004077D012P31,"{""id"" : 30485, ""name"" : ""SVAIPP10004077D012P31"", ""vpn_id"" : 10004077, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004077"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004077/SVAIPP10004077D012P31.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30742,SVAIPP10005700F3,"{""id"" : 30742, ""name"" : ""SVAIPP10005700F3"", ""vpn_id"" : 10005700, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005700"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005700/SVAIPP10005700F3.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29461,SVAIPP10014692F4,"{""id"" : 29461, ""name"" : ""SVAIPP10014692F4"", ""vpn_id"" : 10014692, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510014692"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10014692/SVAIPP10014692F4.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
34562,SVAIPP10017688F8,"{""id"" : 34562, ""name"" : ""SVAIPP10017688F8"", ""vpn_id"" : 10017688, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510017688"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10017688/SVAIPP10017688F8.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29483,SVAIPP10014852F6,"{""id"" : 29483, ""name"" : ""SVAIPP10014852F6"", ""vpn_id"" : 10014852, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510014852"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10014852/SVAIPP10014852F6.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
32664,SVAIPP10002338F4,"{""id"" : 32664, ""name"" : ""SVAIPP10002338F4"", ""vpn_id"" : 10002338, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510002338"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10002338/SVAIPP10002338F4.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
33002,SVAIPP10003728D012R79,"{""id"" : 33002, ""name"" : ""SVAIPP10003728D012R79"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728D012R79.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30761,SVAIPP10016149F1,"{""id"" : 30761, ""name"" : ""SVAIPP10016149F1"", ""vpn_id"" : 10016149, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510016149"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10016149/SVAIPP10016149F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30481,SVAIPP10011302F3,"{""id"" : 30481, ""name"" : ""SVAIPP10011302F3"", ""vpn_id"" : 10011302, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510011302"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10011302/SVAIPP10011302F3.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
32561,SVAIPP10017268F1,"{""id"" : 32561, ""name"" : ""SVAIPP10017268F1"", ""vpn_id"" : 10017268, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510017268"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10017268/SVAIPP10017268F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29524,SVAIPP10016755D040P1,"{""id"" : 29524, ""name"" : ""SVAIPP10016755D040P1"", ""vpn_id"" : 10016755, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110016755"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10016755/SVAIPP10016755D040P1.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29581,SVAIPP10005919F3,"{""id"" : 29581, ""name"" : ""SVAIPP10005919F3"", ""vpn_id"" : 10005919, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005919"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005919/SVAIPP10005919F3.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
33003,SVAIPP10003728D012N80,"{""id"" : 33003, ""name"" : ""SVAIPP10003728D012N80"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728D012N80.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
33021,SVAIPP10003728F81,"{""id"" : 33021, ""name"" : ""SVAIPP10003728F81"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728F81.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30524,SVAIPP10008639F1,"{""id"" : 30524, ""name"" : ""SVAIPP10008639F1"", ""vpn_id"" : 10008639, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510008639"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10008639/SVAIPP10008639F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30822,SVAIPP10012081F4,"{""id"" : 30822, ""name"" : ""SVAIPP10012081F4"", ""vpn_id"" : 10012081, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510012081"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10012081/SVAIPP10012081F4.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29881,SVAIPP10004077D015P26,"{""id"" : 29881, ""name"" : ""SVAIPP10004077D015P26"", ""vpn_id"" : 10004077, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004077"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004077/SVAIPP10004077D015P26.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
31441,SVAIPP10017504F1,"{""id"" : 31441, ""name"" : ""SVAIPP10017504F1"", ""vpn_id"" : 10017504, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510017504"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10017504/SVAIPP10017504F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29582,SVAIPP10005919F4,"{""id"" : 29582, ""name"" : ""SVAIPP10005919F4"", ""vpn_id"" : 10005919, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005919"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005919/SVAIPP10005919F4.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29583,SVAIPP10005919F5,"{""id"" : 29583, ""name"" : ""SVAIPP10005919F5"", ""vpn_id"" : 10005919, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005919"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005919/SVAIPP10005919F5.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30501,SVAIPP10013717F1,"{""id"" : 30501, ""name"" : ""SVAIPP10013717F1"", ""vpn_id"" : 10013717, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510013717"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10013717/SVAIPP10013717F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
33022,SVAIPP10003728A000P82,"{""id"" : 33022, ""name"" : ""SVAIPP10003728A000P82"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728A000P82.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
30122,SVAIPP10017906F1,"{""id"" : 30122, ""name"" : ""SVAIPP10017906F1"", ""vpn_id"" : 10017906, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510017906"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10017906/SVAIPP10017906F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
